track_name,artists,Rank,Year,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
without me,halsey,45,2019,5p7ujcrUXASCNwRaWNHR1C,Without Me,78,201660,True,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,dance
without you,glee cast,12,2012,7GeYvtNRnQc8WmHZXz2set,"Glee: The Music, The Complete Season Three",46,210586,False,0.467,0.749,7,-6.086,1,0.0525,0.149,7.44e-06,0.0865,0.0975,127.887,4,club
wonderful tonight,eric clapton,39,2022,6zC0mpGYwbNTpk9SKwh08f,Slowhand 35th Anniversary (Super Deluxe),76,225026,False,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,4,blues
wouldn't it be nice,the beach boys,11,2025,6VojZJpMyuKClbwyilWlQj,Greatest Hits,59,153866,False,0.385,0.657,5,-6.975,1,0.0342,0.724,0.0,0.105,0.672,124.895,4,psych-rock
wrecked,imagine dragons,38,2021,7KajXhT7csT80wZXs2skAp,pov: it's 2021,2,244004,False,0.625,0.562,0,-5.828,0,0.0289,0.149,1.67e-05,0.109,0.229,93.998,4,rock
x gon' give it to ya,dmx,7,2021,1zzxoZVylsna2BQB65Ppcb,The Definition Of X: Pick Of The Litter,74,217586,True,0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,95.027,4,hardcore
xo,john mayer,33,2014,7cpCU3Denug5NGZsSpQl8v,XO,70,213626,False,0.431,0.377,2,-9.753,1,0.0288,0.749,0.0,0.211,0.353,173.67,4,singer-songwriter
yaya,6ix9ine,25,2020,6EfBMJQwe2xLgldra6DaYp,YAYA,57,149857,True,0.672,0.733,11,-5.377,1,0.0566,0.00289,0.0,0.199,0.354,105.043,4,emo
yellow,coldplay,32,2022,2ubrTNQou3onHm2WNHcCyT,Hits Hits Hits,3,266773,False,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,pop
yet to come,bts,15,2022,10SRMwb9EuVS1K9rYsBfHQ,Proof,85,193593,False,0.559,0.885,1,-4.515,1,0.189,0.0432,0.0,0.333,0.683,172.029,4,k-pop
yonaguni,bad bunny,18,2021,2JPLbjOn0wPCngEot2STUS,Yonaguni,87,206710,True,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,4,latino
you,louyah,25,2022,0WSDEpEZZDffYfmK8Ssuxc,6FEET,63,233196,False,0.808,0.266,11,-9.56,1,0.0326,0.818,1.1e-05,0.0907,0.666,100.034,4,sad
you and me,lifehouse,47,2006,2eXoWAL6kC9sdlpdOGvSCw,OO's Music Grandi Successi,1,195493,False,0.459,0.427,7,-7.733,1,0.0267,0.112,0.0,0.168,0.357,139.898,3,alt-rock
you are not alone,michael jackson,17,2009,3AoeaZs8dFemFJr3JdzOL0,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",67,345600,False,0.651,0.402,11,-9.303,1,0.028,0.639,7.73e-05,0.0765,0.258,119.873,4,soul
you found me,the fray,50,2009,4IoYz8XqqdowINzfRrFnhi,The Fray,74,241853,False,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,4,piano
you give love a bad name,bon jovi,29,2007,3YKMXuivrbHooUtf8jfEgS,Kick It,1,223146,False,0.532,0.964,0,-2.559,0,0.0519,0.0477,0.0,0.359,0.804,122.778,4,metal
you make me feel (mighty real),sylvester,49,2023,7DO2Jjx3HOUUuTQPVhzWTS,Disco Boogie Mood,1,400115,False,0.629,0.851,5,-11.182,0,0.0294,0.0309,0.303,0.0947,0.961,130.7,4,disco
you oughta know,alanis morissette,34,2023,0hVHUbZZNeRWw6a2gT1SvE,Timeless Rock Hits,1,249760,True,0.641,0.861,4,-6.9,1,0.0697,0.227,0.0,0.868,0.473,105.32,4,singer-songwriter
you proof,morgan wallen,25,2023,5uU1uuyaUIBOiiUSQG7Wl3,You Proof,86,157477,False,0.731,0.85,9,-4.913,1,0.0336,0.252,0.0,0.605,0.644,119.706,4,country
you say,lauren daigle,18,2023,6Up545NUflOiXo8cEraH49,Look Up Child,75,274693,False,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,4,alt-rock
you shook me all night long,ac/dc,23,2012,2SiXAy7TuUkycRVbbWDEpo,Back In Black,81,210173,False,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4,hard-rock
you should be here,cole swindell,44,2016,2y6u1FsY2HSuSsn0cemmqu,Single Saturday Night - Country Songs,0,190173,False,0.491,0.641,7,-4.456,1,0.0282,0.0592,0.0,0.0857,0.299,136.1,4,country
you should be sad,halsey,42,2020,7lidXGPXPYLNThITAOTlkK,Manic,73,205473,True,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,4,electro
you should see me in a crown,billie eilish,48,2019,5mvAPEp2FA2myWJAE1FYt3,Halloween Party 2022,0,180566,False,0.683,0.534,4,-10.348,1,0.189,0.519,0.247,0.148,0.284,150.469,4,electro
you're beautiful,james blunt,43,2007,0vg4WnUWvze6pBOJDTq99k,Back to Bedlam,76,209493,True,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,4,rock
you're gonna live forever in me,john mayer,47,2017,51lPx6ZCSalL2kvSrDUyJc,The Search for Everything,74,190013,False,0.542,0.131,7,-14.104,1,0.0316,0.983,0.00544,0.156,0.319,136.161,4,singer-songwriter
youngblood,5 seconds of summer,46,2019,2iUXsYOEPhVqEBwsqP70rE,Youngblood (Deluxe),81,203417,False,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,4,dance
your eyes tell,bts,12,2020,3TZ7NHkMT82AhwuYsd00Hz,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,68,245146,False,0.449,0.491,9,-6.433,0,0.029,0.279,0.0,0.0654,0.258,139.923,4,k-pop
your man,josh turner,42,2022,1WzAeadSKJhqykZFbJNmQv,Your Man,73,211893,False,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,4,country
your power,billie eilish,48,2021,042Sl6Mn83JHyLEqdK7uI0,Happier Than Ever,77,245896,False,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,4,electro
yours,jin,2,2021,66sBTYlkaiyBwf4fhbIHlZ,Jirisan (Original Television Soundtrack) Pt. 4,75,264840,False,0.488,0.427,6,-7.383,1,0.0382,0.354,0.0,0.0797,0.157,72.035,4,k-pop
yours,russell dickerson,47,2017,3I4WFddKpe2PGZWFh7f10J,Yours,67,216960,False,0.554,0.722,11,-6.005,1,0.034,0.119,0.0,0.0861,0.558,134.058,4,country
youth,troye sivan,45,2016,0nhBKubnVz9yFNNprBniWz,Blue Neighbourhood (Deluxe),72,185194,False,0.628,0.737,7,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,91.507,4,dance
yummy,justin bieber,42,2020,7eLvCsLfaeSHeezjOwJ96E,pov: it's 2020,0,208520,False,0.677,0.506,9,-6.652,0,0.0964,0.345,0.0,0.118,0.497,145.843,4,pop
zombie,bad wolves,41,2018,1vNoA9F5ASnlBISFekDmg3,Zombie,69,254805,False,0.448,0.826,2,-3.244,0,0.0319,0.00756,0.0,0.117,0.19,77.093,4,alternative
zombie,the cranberries,40,2022,5QuGjFrnKqRnyOVIanRAgP,Fiesta temática 90s,0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock
zombified,falling in reverse,35,2022,2ib8fuTavdc48X6MjhE4Ft,ZOMBIFIED,71,218520,True,0.544,0.911,10,-3.681,0,0.0422,0.000141,8.89e-06,0.333,0.558,91.033,4,metal
abcdefu,gayle,37,2022,4fouWK6XVHhzl78KzQ1UjL,abcdefu,86,168601,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4,alternative
crushcrushcrush,paramore,50,2008,4m9NfjevXsDVaLtM1kj0Sx,Riot!,65,189373,False,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,4,emo
idontwannabeyouanymore,billie eilish,45,2019,41zXlQxzTi6cGAjpOXyLYH,dont smile at me,81,203569,False,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,3,electro
joy.,for king & country,26,2018,0vBjd0I8iefycEZ2ex1Zpi,Burn The Ships,58,233946,False,0.68,0.536,5,-6.669,0,0.0582,0.0102,0.00105,0.113,0.417,119.958,4,world-music
